    time                       flux
    3717.1084164399999281      23.0435404515304185
    3717.1112123799998699      22.9411761267685961
    3717.1189014999999927      22.9646955587534620
    3717.1251924799998960      22.8159417105119502
    3717.1255420100001174      22.8203657157511017
    3717.1258915499997784      22.9008866896641976
    3717.1269400500000302      22.8565936504920160
    3717.1286875000000691      22.9608015628155613
    3717.1290370400001848      22.8224521354824219
    3717.1311340299998847      22.8513294125812720
    3717.1325320599999031      22.7765083340712664
    3717.1346290500000578      22.8025561162044923
    3717.1423181700001805      22.8596967112799945
    3717.1430171299998619      22.7623549693614180
    3717.1433666699999776      22.9021444989003058
    3717.1444151599998804      22.7935599303706056
    3717.1465121500000350      22.8591966454510001
    3717.1468616900001507      22.8314365638826615
    3717.1482596099999682      22.9089573557936035
    3717.1493082199999662      22.8213359714627870
    3717.1507061299998895      22.9938030070246171
    3717.1521041699998023      22.9887657516540713
    3717.1559487300000910      21.9334002609279608
    3717.1639872699997795      23.0511166431839598
    3717.1643368099998952      22.8372761211624677
    3717.1650357600001371      22.8454909306553517
    3717.1660842599999341      22.8494173732348429
    3717.1664338000000498      22.7483735677218846
    3717.1674822899999526      22.8663866624238779
    3717.1678318300000683      22.9667205593511241
    3717.1688803199999711      22.9608442220396540
    3717.1692297499998858      22.9547832222261619
    3717.1695792800001072      22.8772568678333883
    3717.1699288200002229      22.8963881172466728
    3717.1713268499997866      22.7407997491416012
    3717.1765693299998929      23.0089269594808101
    3717.1776178199997958      22.9784076076858028
    3717.1884524299998702      22.6391980919567644
    3717.1888019699999859      23.0063924556974300
    3717.1961414399997921      22.7926950206549250
    3717.2006849499998680      22.7925414906489294
    3717.2010344899999836      22.2547962467816518
    3717.2031314800001383      22.8212581483485337
    3717.2034810199997992      22.9366334328949293
    3717.2055780099999538      22.8398737141188874
    3717.2059275500000695      22.7725963581050195
    3717.2062770799998361      22.8575618147497437
    3717.2069760399999723      22.8673549439419759
    3717.2122186299998248      22.8373724303821533
    3717.2132671300000766      22.8148679408789974
    3717.2153641199997764      22.8291824011191977
    3717.2171115699998154      22.8456360883364482
    3717.2185096100001829      22.8497801665555897
    3717.2195581000000857      22.9078727634234980
    3717.2241016200000558      23.5229279518166408
    3717.2349362300001303      23.0193030702115351
    3717.2352857599998970      22.9092998150465021
    3717.2450717599999734      23.1420083087049377
    3717.2454213000000891      23.0225289482024422
    3717.2457708299998558      22.8793548810199781
    3717.2485667800001465      22.9298314587613561
    3717.2492658599999231      22.9366965644120668
    3717.2541589100001147      23.0369565717539615
    3717.2573044000000664      22.8552853457983645
    3717.2656924799998706      22.9591337165444784
    3717.2667409699997734      22.6005782931618526
    3717.2681389999997918      22.8110720405957537
    3717.2684884300001613      22.7904850747460088
    3717.2712844900001983      22.9123549370041673
    3717.2730319399997825      22.8239773143238693
    3717.2733814799998981      22.7898358819966376
    3717.2740804400000343      22.8542913682876900
    3717.2744299800001500      22.8715813557991652
    3717.2751290500000323      22.7860623089180905
    3717.2754784700000528      22.7643376095248158
    3717.2796725700000025      22.7893085077499649
    3717.2831675900001756      22.8794866909158756
    3717.2873615700000300      22.7814049857024372
    3717.2919050900000002      22.9402721283222277
    3717.2929535899997973      22.8237927065722275
    3717.2933031299999129      22.7978803302823181
    3717.2960991899999499      23.0323323033005352
    3717.3030892400001903      22.0737624537981034
    3717.3095458399998279      22.3562257263466151
    3717.3135743100001491      22.8637568095113295
    3717.3139237300001696      22.9231416208780132
    3717.3177682900000036      22.9468507897323590
    3717.3188167799999064      22.8932453697887084
    3717.3216128499998376      22.8231292292047883
    3718.2706182900001295      22.3222889585059789
    3718.2709678199998962      22.4020969754316397
    3718.2723657400001684      22.4133470925328879
    3718.2730648100000508      22.1806809592405969
    3718.2734142399999655      22.4103484913461557
    3718.2744628499999635      22.3971610416859193
    3718.2769092600001386      22.4690609169583695
    3718.2772587999997995      22.3252167214480934
    3718.2790063699999337      22.0062650921545853
    3718.2811033600000883      22.3754554343902896
    3718.2856468800000584      21.9796514728224324
    3718.2919379599998138      22.3285327545008698
    3718.2922873799998342      22.5960533838884743
    3718.2926369199999499      22.4021671988908508
    3718.2929864600000656      21.7709538384267560
    3718.2940349499999684      22.3228949255495266
    3718.2943843699999888      22.4803201893358207
    3718.2978794000000562      22.4269854604545955
    3718.2989280100000542      22.4328920098370475
    3718.3010250000002088      22.4791266259391378
    3718.3013744199997745      22.4884829654078544
    3718.3038209500000448      22.5049999085050771
    3718.3041704900001605      22.0191900272950463
    3718.3080150499999945      22.4338427011532815
    3718.3090635399998973      22.4181786288382909
    3718.3108109999998305      22.4441842845364192
    3718.3111605300000519      22.5151064627201691
    3718.3129081000001861      22.3412116140940142
    3718.3132575200002066      22.5289105005686068
    3718.3272376199997780      22.4206015665366181
    3718.3275871499999994      22.5217701315236241
    3718.3293346099999326      22.4618933032423200
    3718.3296841400001540      22.2340981077490625
    3718.3321306699999695      22.4728450053192859
    3718.3377226900001915      22.5182416091639581
    3718.3412177099999099      22.4110892916533331
    3718.3415672500000255      22.4262684403976706
    3718.3419167799997922      22.4579575057720717
    3718.3443633100000625      22.0091256708528107
    3718.3520523100000901      22.4530329329131746
    3718.3524018500002057      22.5472096597931824
    3718.3558968699999241      22.7090530861285984
    3718.3639354199999616      22.4835911129906805
    3718.3661959299997761      22.4765771830927861
    3718.3684789399999318      22.3236594164761613
    3718.3747699099999409      22.5690724749088787
    3718.3751194400001623      22.8096881596968402
    3718.3761679399999593      22.7275417808041738
    3718.3768670099998417      22.6990526666312675
    3718.3772164400002112      22.6855287400221002
    3718.3789639999999963      22.5278323331826513
    3718.3793135400001120      22.5189341538756693
    3718.3824590300000636      22.5479126599342194
    3718.3828085599998303      22.5663191711171010
    3718.3911965299998883      22.5268130068743417
    3718.3936430600001586      22.4555531324557975
    3718.3943421300000409      22.4869989100801249
    3718.3946915500000614      22.4270917662920226
    3718.3967886599998565      22.3710446705328181
    3718.3971380799998769      22.2278700489017211
    3718.3978371500002140      22.2086611381778951
    3718.3995846100001472      22.3769485098416467
    3718.4016815999998471      22.4242717099895117
    3718.4023806700001842      22.4574974807480530
    3718.4030796299998656      22.5048487955579120
    3718.4079726899999514      22.4328986977306997
    3718.4083222200001728      22.3436526904598196
    3718.4111181700000088      22.4033280377790120
    3718.4118172499997854      22.3247206669689291
    3718.4121666699998059      22.4795239940283196
    3718.4125162000000273      22.4537170213280888
    3718.4128657400001430      22.2925187856278129
    3718.4167101899997760      22.1095507997794272
    3718.4174092600001131      22.3585436318782698
    3718.4177587999997741      22.3547868034674622
    3718.4188072900001316      22.3894277683989245
    3718.4198557899999287      22.4880274812906933
    3718.4205547500000648      22.4531311519044721
    3718.4334863399999449      22.3985162415254351
    3718.4338358800000606      22.6021994177944450
    3718.4345348400001967      22.5326661653081999
    3718.4359328700002152      22.2744289083958904
    3718.4366318299998966      22.5469664660537319
    3718.4369813700000122      22.6019082766143242
    3718.4432724500002223      22.6128609235103468
    3718.4457189800000378      22.5091117256569149
    3718.4467674799998349      22.2749993737390071
    3718.4471168999998554      22.5164658701025928
    3718.4502625000000080      22.3935055411522157
    3718.4506119200000285      22.4625444313572302
    3718.4509614600001441      22.4210221958802549
    3718.4534079899999597      22.4482514946199174
    3718.4537575200001811      22.4245712587552148
    3718.4638930599999185      22.4450109285381387
    3718.4663395799998398      22.5829343310631856
    3718.4673880800000916      22.4765807339110779
    3718.4680870399997730      22.4702918151970223
    3718.4684365699999944      22.5781085506669612
    3718.4687861100001101      22.4378172250697574
    3718.4691355300001305      22.4588149675300457
    3718.4694850699997914      22.4170627530817654
    3718.4726305600001979      22.4639383881249586
    3718.4729800899999645      22.4883068924255625
    3718.4733296300000802      22.4567139284894637
    3718.4754266199997801      22.3757963604393453
    3718.4764751200000319      22.4655441155632758
    3718.4824166700000205      22.3282225606438089
    3718.4852127300000575      22.1918027756145904
    3718.4876592599998730      22.3012941160460514
    3718.4956978000000163      22.3275521208012648
    3718.4984937499998523      22.1669268724434758
    3718.5016393500000049      22.3373525312029457
    3718.5023383100001411      22.5220210162155396
    3718.5072313700002269      22.2975796665038999
    3718.5110758099999657      21.9391426565026180
    3718.5114253500000814      22.4406722178867071
    3718.5124738399999842      22.2470849213869215
    3718.5142214100001183      22.5308120525646132
    3718.5145708300001388      22.5219169533513792
    3718.5149203699997997      22.5424026296522868
    3718.5166679399999339      22.5840207899312162
    3718.5215608799999245      22.3425332460095447
    3718.5219104200000402      22.5262235275685754
    3718.5243569399999615      22.4146366591896609
    3718.5247064800000771      22.5165239739611778
    3718.5330945599998813      22.4966625343798654
    3718.5362400499998330      22.4133840495376901
    3718.5365895800000544      22.4924807021839683
    3718.5435796299998401      22.4634724108003496
    3718.5442785899999762      22.3206617961043676
    3718.5446281300000919      22.3306582768838240
    3718.5449775500001124      22.3673395332818004
    3718.5460260400000152      22.3788832284628612
    3718.5467251199997918      22.4061162789765334
    3718.5474240700000337      22.4349650586137912
    3718.5477736100001493      22.3811920162089422
    3718.5488221099999464      22.2802855812083749
    3718.5540646999997989      22.4092738461234191
    3718.5544141199998194      22.5325817410653073
    3718.5547636599999350      22.4345795549998641
    3718.5551131900001565      22.4335645015907090
    3718.5554626200000712      22.3658036922297327
    3718.5558121499998379      22.4443567710689464
    3718.5561616899999535      22.3780934275690768
    3718.5565111099999740      22.4016967629893813
    3718.5568606500000897      22.4606213112956183
    3718.5572101900002053      22.2849783645470865
    3718.5575597199999720      22.4119622379750183
    3718.5579091399999925      22.3084080086630081
    3718.5582586800001081      22.4165335353720963
    3718.5600061300001471      22.2190086010937833
    3718.5642002300000968      22.5535232538768824
    3718.5645497700002124      22.4291870058507925
    3718.5648991899997782      22.5774415388492145
    3718.5729377299999214      22.4417093177173328
    3718.5858693300001505      22.4546654385808182
    3718.5886653900001875      22.4123153825064279
    3718.5904128500001207      22.3540342580087952
    3718.5907623799998873      22.4476047000246766
    3718.5921604199998001      21.9083568611832789
    3718.5939078699998390      22.3828859930144048
    3718.5949563700000908      22.4888905397755252
    3718.5953058999998575      22.3333205496623393
    3718.5956554399999732      22.4206720087210201
    3718.5960049800000888      22.5610795158082240
    3718.6043929399997978      22.4970802573063651
    3718.6050920100001349      22.4537402660785830
    3718.6068394700000681      22.2736813540247880
    3718.6071889999998348      22.5372477781665665
    3718.6085870400002023      22.3113523987560072
    3718.6099850700002207      22.3757847604627713
    3718.6152275499998723      22.4761862525627905
    3718.6155770800000937      22.3640662146948443
    3718.6159265000001142      22.4698807830952489
    3718.6187225700000454      22.2697470825533372
    3718.6211690999998609      22.5019991565350779
    3718.6215186300000823      22.1473682757282049
    3718.6264115700000730      22.4444846803289337
    3718.6267611100001886      22.4612635517895001
    3718.6271106499998496      22.4176420822576219
    3718.6274601899999652      22.3915408487123457
    3718.6278096099999857      22.4146496657926235
    3718.6281591400002071      22.4348644718186492
    3718.6285086799998680      22.3623079990232370
    3718.6288580999998885      22.4078223737296014
    3718.6292076400000042      22.2767904611667760
    3718.6295571800001198      22.5058167356915604
    3718.6299066000001403      22.4436800435892181
    3718.6302561299999070      22.3612455942447781
    3718.6306056700000227      22.3681103737051927
    3718.6309552100001383      22.4676828915422178
    3718.6313046300001588      22.4863200661709044
    3718.6316541699998197      22.4960266880648661
    3718.6320037000000411      22.4814567490260444
    3718.6323531299999559      22.5276469948249272
    3718.6372461800001474      22.4437081112726773
    3718.6375957199998084      22.5523643750694092
    3718.6421392399997785      22.3513144302640328
    3718.6431877300001361      22.4542351284729236
    3718.6470322899999701      22.4875709752419723
    3718.6484303199999886      22.3608410490597507
    3718.6491292800001247      22.3758060420892022
    3718.6494788199997856      22.4198279379429763
    3718.6498282399998061      22.1207576868148053
    3718.6519253500000559      22.3205805114340237
    3718.6522747700000764      22.4767250712656121
    3718.6550708300001133      22.3496574529616581
    3718.6575173599999289      22.3371154538461738
    3718.6617113399997834      22.2610443411259880
    3718.6627598400000352      22.4703822797721955
    3718.6659054400001878      22.4239358201048091
    3718.6666043999998692      22.4924342973640350
    3718.6669539399999849      22.4574556962914116
    3718.6673033600000053      22.6314976317447574
    3718.6676528900002268      22.1255053488051701
    3718.6749924800001281      22.5776472647507731
    3718.6753419000001486      22.5012996065691553
    3718.6756914399998095      22.4139166637895855
    3718.6763905100001466      22.5426913950859529
    3718.6770894699998280      22.4251646585055511
    3718.6774390000000494      22.5302235050719517
    3718.6791864599999826      22.4430731997523765
    3718.6795360000000983      22.5349730622606756
    3718.6798855299998650      22.3684644504976404
    3718.6837299799999528      22.3114594537886362
    3718.6844290499998351      22.4414379425531365
    3718.6875745399997868      22.2634264356195430
    3718.6879240700000082      22.4602759837174872
    3718.6889725699998053      22.4522912796987413
    3718.6910695599999599      22.3449537795183844
    3718.6914191000000756      22.3604398875002062
    3718.6931665500001145      22.3250465328254322
    3718.6935160899997754      22.3539120340950248
    3718.6945645800001330      22.3376788588645212
    3718.6949141199997939      22.3890878524323895
    3718.6956130799999301      22.4586131779051428
    3718.6959626200000457      21.9005934019073081
    3718.6994576400002188      22.4636426056023097
    3718.6998070599997845      22.2979836617224905
    3718.7001565999999002      22.0839840376945560
    3718.7005061300001216      22.3561532425665561
    3718.7008556699997825      22.4410529331350688
    3718.7012050899998030      22.4840921571937926
    3718.7015546299999187      22.4032572275652697
    3718.7019041700000344      22.3936248272687450
    3718.7022535900000548      22.3645789106856441
    3718.7029526599999372      22.4520777887812102
    3718.7033020799999576      22.4783413319634136
    3718.7036516200000733      22.4993974172925277
    3718.7040011600001890      22.3994501636557004
    3718.7123892399999932      22.2675532911407643
    3718.7134377299998960      22.4505387180194589
    3718.7144862300001478      22.4474419934577227
    3718.7172821799999838      22.3820292930338240
    3718.7183849200000623      22.3968603560881832
    3718.7200782400000207      22.2910349890926440
    3718.7207772000001569      22.4767951118146243
    3718.7228743099999519      22.3089026015847907
    3718.7277672499999426      22.2344615836564259
    3718.7309128500000952      22.4026220487193513
    3718.7312622700001157      22.4194016444748456
    3718.7386018500001228      22.4642490968700130
    3718.7469899299999270      22.5113350777657502
    3718.7473394700000426      22.5627357697508657
    3718.7476888900000631      22.5255038737181295
    3718.7480384300001788      22.2995100588123947
    3718.7515334499998971      22.7235285629996326
    3718.7525819399997999      22.5522275839714794
    3718.7539799800001674      22.5029070170177903
    3718.7550284700000702      22.3846834060885200
    3718.7560769699998673      22.4933613945020099
    3718.7599215300001561      22.3026976808640498
    3718.7630670100002135      22.3413639110591404
    3718.7634165499998744      22.4871886875748856
    3718.7641155100000105      21.9547765143067295
    3718.7683096099999602      22.4128502159658183
    3718.7686590299999807      22.4882318826517107
    3718.7690085600002021      22.3271763508174317
    3718.7693580999998630      22.3683318841914982
    3718.7697075199998835      22.3324183507867033
    3718.7700570599999992      22.3676016543732743
    3718.7704066000001148      22.3965176660126630
    3718.7707561299998815      22.4885728567618202
    3718.7711055599997962      22.3832795637895643
    3718.7714550900000177      22.4392008392110824
    3718.7718046300001333      22.4830517755605115
    3718.7721540500001538      22.4447668236079636
    3718.7728531299999304      22.4454508931173180
    3718.7732025499999509      22.3470407803551083
    3718.7735520800001723      22.4971222403721640
    3718.7739016199998332      22.5539975719081411
    3718.7749501200000850      22.5733593209572518
    3718.7752996499998517      22.5386097552686309
    3718.7756490699998722      22.6652803167306161
    3718.7759986099999878      22.6757035595943321
    3718.7770471099997849      22.5589212590680290
    3718.7801925899998423      22.4719701833174454
    3718.7819401599999765      22.2479596717542378
    3718.7833381899999949      22.5303554021081212
    3718.7836876199999097      22.6250224887178959
    3718.7868332200000623      22.5216983877812211
    3718.7889302100002169      22.4701331128859607
    3718.7969687499999054      22.5467326028328543
    3718.7980172500001572      22.5068690905842956
    3718.7987163200000396      22.5700346143493817
    3718.8001142399998571      22.3966079983393271
    3718.8025607599997784      22.5365699152370311
    3718.8029102999998941      22.6290677237506728
    3718.8032598400000097      22.6375955090366432
    3718.8036092600000302      22.5285559792350938
    3718.8043083299999125      22.6700033956710598
    3718.8046577499999330      22.0278287859081061
    3718.8102498799999012      22.6949837115939133
    3718.8123468799999500      22.7264324155588469
    3718.8137449099999685      22.4017864105444033
    3718.8165408599998045      22.5387143747487926
    3718.8189873800001806      22.5774117133919532
    3718.8196864599999572      22.0421389079313528
    3718.8217834500001118      22.5723870129069653
    3718.8263269700000819      22.2885670971668830
    3718.8291229199999179      22.4655012263695113
